<TICKER>        <NAME>
PATI.US         PATRIOT TRANSPORTATION HOLDING
PATK.US         PATRICK INDUSTRIES
PAVM.US         PAVMED
PAVMZ.US        PAVMED
PAVS.US         PARANOVUS ENTERTAINMENT TECHNOLOGY
PAX.US          PATRIA INVESTMENTS
PAYO.US         PAYONEER GLOBAL
PAYOW.US        PAYONEER GLOBAL
PAYS.US         PAYSIGN
PAYX.US         PAYCHEX
PBAX.US         PHOENIX BIOTECH ACQUISITION
PBAXU.US        PHOENIX BIOTECH ACQUISITION
PBAXW.US        PHOENIX BIOTECH ACQUISITION
PBBK.US         PB BANKSHARES
PBFS.US         PIONEER BANCORP INC/NY
PBHC.US         PATHFINDER BANCORP
PBLA.US         PANBELA THERAPEUTICS
PBPB.US         POTBELLY
PBTS.US         POWERBRIDGE TECHNOLOGIES
PBYI.US         PUMA BIOTECHNOLOGY
PCAR.US         PACCAR
PCB.US          PCB BANCORP
PCCTU.US        PERCEPTION CAPITAL II
PCH.US          POTLATCHDELTIC
PCRX.US         PACIRA BIOSCIENCES
PCSA.US         PROCESSA PHARMACEUTICALS
PCT.US          PURECYCLE TECHNOLOGIES
PCTI.US         PCTEL
PCTTU.US        PURECYCLE TECHNOLOGIES
PCTTW.US        PURECYCLE TECHNOLOGIES
PCTY.US         PAYLOCITY HOLDING
PCVX.US         VAXCYTE
PCYG.US         PARK CITY GROUP
PCYO.US         PURE CYCLE
PDBA.US         INVESCO AGRICULTURE COMMODITY STRATEGY NO K-1 ETF
PDCE.US         PDC ENERGY
PDCO.US         PATTERSON COS
PDD.US          PDD HOLDINGS
PDEX.US         PRO-DEX
PDFS.US         PDF SOLUTIONS
PDLB.US         PONCE FINANCIAL GROUP
PDSB.US         PDS BIOTECHNOLOGY
PEBK.US         PEOPLES BANCORP OF NORTH CAROLINA
PEBO.US         PEOPLES BANCORP INC/OH
PECO.US         PHILLIPS EDISON
PEGA.US         PEGASYSTEMS
PEGR.US         PROJECT ENERGY REIMAGINED ACQUISITION
PEGRU.US        PROJECT ENERGY REIMAGINED ACQUISITION
PEGRW.US        PROJECT ENERGY REIMAGINED ACQUISITION
PEGY.US         PINEAPPLE ENERGY
PENN.US         PENN ENTERTAINMENT
PEP.US          PEPSICO
PEPG.US         PEPGEN
PEPL.US         PEPPERLIME HEALTH ACQUISITION
PEPLU.US        PEPPERLIME HEALTH ACQUISITION
PEPLW.US        PEPPERLIME HEALTH ACQUISITION
PERI.US         PERION NETWORK
PESI.US         PERMA-FIX ENVIRONMENTAL SERVICES
PET.US          WAG! GROUP
PETQ.US         PETIQ
PETS.US         PETMED EXPRESS
PETV.US         PETVIVO HOLDINGS
PETVW.US        PETVIVO HOLDINGS
PETWW.US        WAG! GROUP
PETZ.US         TDH HOLDINGS
PEV.US          PHOENIX MOTOR
PFBC.US         PREFERRED BANK/LOS ANGELES CA
PFC.US          PREMIER FINANCIAL
PFEL.US         AXS 2X PFE BULL DAILY ETF
PFES.US         AXS 2X PFE BEAR DAILY ETF
PFG.US          PRINCIPAL FINANCIAL GROUP
PFIE.US         PROFIRE ENERGY
PFIN.US         P&F INDUSTRIES
PFIS.US         PEOPLES FINANCIAL SERVICES
PFMT.US         PERFORMANT FINANCIAL
PFSW.US         PFSWEB
PFTA.US         PORTAGE FINTECH ACQUISITION
PFTAU.US        PORTAGE FINTECH ACQUISITION
PFTAW.US        PORTAGE FINTECH ACQUISITION
PFX.US          PHENIXFIN
PFXNZ.US        PhenixFIN Corp
PGC.US          PEAPACK-GLADSTONE FINANCIAL
PGEN.US         PRECIGEN
PGNY.US         PROGYNY
PGY.US          PAGAYA TECHNOLOGIES
PGYWW.US        PAGAYA TECHNOLOGIES
PHAR.US         PHARMING GROUP
PHAT.US         PHATHOM PHARMACEUTICALS
PHIO.US         PHIO PHARMACEUTICALS
PHUN.US         PHUNWARE
PHUNW.US        PHUNWARE
PHVS.US         PHARVARIS
PHXM.US         PHAXIAM THERAPEUTICS
PI.US           IMPINJ
PIII.US         P3 HEALTH PARTNERS
PIIIW.US        P3 HEALTH PARTNERS
PIK.US          KIDPIK
PINC.US         PREMIER
PIRS.US         PIERIS PHARMACEUTICALS
PIXY.US         SHIFTPIXY
PKBK.US         PARKE BANCORP
PKOH.US         PARK-OHIO HOLDINGS
PLAB.US         PHOTRONICS
PLAO.US         PATRIA LATIN AMERICAN OPPORTUNITY ACQUISITION
PLAOU.US        PATRIA LATIN AMERICAN OPPORTUNITY ACQUISITION
PLAOW.US        PATRIA LATIN AMERICAN OPPORTUNITY ACQUISITION
PLAY.US         DAVE & BUSTER'S ENTERTAINMENT
PLBC.US         PLUMAS BANCORP
PLBY.US         PLBY GROUP
PLCE.US         CHILDREN'S PLACE
PLL.US          PIEDMONT LITHIUM
PLMI.US         PLUM ACQUISITION I
PLMIU.US        PLUM ACQUISITION I
PLMIW.US        PLUM ACQUISITION I
PLMR.US         PALOMAR HOLDINGS
PLPC.US         PREFORMED LINE PRODUCTS
PLRX.US         PLIANT THERAPEUTICS
PLSE.US         PULSE BIOSCIENCES
PLTK.US         PLAYTIKA HOLDING
PLTN.US         PLUTONIAN ACQUISITION
PLTNR.US        PLUTONIAN ACQUISITION
PLTNU.US        PLUTONIAN ACQUISITION
PLTNW.US        PLUTONIAN ACQUISITION
PLUG.US         PLUG POWER
PLUR.US         PLURI
PLUS.US         EPLUS
PLXS.US         PLEXUS
PLYA.US         PLAYA HOTELS & RESORTS
PMCB.US         PHARMACYTE BIOTECH
PMD.US          PSYCHEMEDICS
PMGMU.US        PRIVETERRA ACQUISITION
PMGMW.US        PRIVETERRA ACQUISITION
PMN.US          PROMIS NEUROSCIENCES
PMTS.US         CPI CARD GROUP
PMVP.US         PMV PHARMACEUTICALS
PNAC.US         PRIME NUMBER ACQUISITION I
PNACR.US        PRIME NUMBER ACQUISITION I
PNACU.US        PRIME NUMBER ACQUISITION I
PNBK.US         PATRIOT NATIONAL BANCORP
PNFP.US         PINNACLE FINANCIAL PARTNERS
PNFPP.US        Pinnacle Financial Partners
PNRG.US         PRIMEENERGY RESOURCES
PNT.US          POINT BIOPHARMA GLOBAL
PNTG.US         PENNANT GROUP
POAI.US         PREDICTIVE ONCOLOGY
POCI.US         PRECISION OPTICS INC/MASS
PODD.US         INSULET
POET.US         POET TECHNOLOGIES
POLA.US         POLAR POWER
POOL.US         POOL
POWI.US         POWER INTEGRATIONS
POWL.US         POWELL INDUSTRIES
POWW.US         AMMO
POWWP.US        AMMO
PPBI.US         PACIFIC PREMIER BANCORP
PPBT.US         PURPLE BIOTECH
PPC.US          PILGRIM'S PRIDE
PPHP.US         PHP VENTURES ACQUISITION
PPHPR.US        PHP VENTURES ACQUISITION
PPIH.US         PERMA-PIPE INT HOLDINGS
PPSI.US         PIONEER POWER SOLUTIONS
PPTA.US         PERPETUA RESOURCES
PPYA.US         PAPAYA GROWTH OPPORTUNITY I
PPYAU.US        PAPAYA GROWTH OPPORTUNITY I
PRAA.US         PRA GROUP
PRAX.US         PRAXIS PRECISION MEDICINES
PRCH.US         PORCH GROUP
PRCT.US         PROCEPT BIOROBOTICS
PRDO.US         PERDOCEO EDUCATION
PRDS.US         PARDES BIOSCIENCES
PRE.US          PRENETICS GLOBAL
PRFT.US         PERFICIENT
PRFX.US         PAINREFORM
PRGS.US         PROGRESS SOFTWARE
PRLD.US         PRELUDE THERAPEUTICS
PRLH.US         PEARL HOLDINGS ACQUISITION
PRLHU.US        PEARL HOLDINGS ACQUISITION
PRLHW.US        PEARL HOLDINGS ACQUISITION
PRME.US         PRIME MEDICINE
PROC.US         PROCAPS GROUP
PROCW.US        PROCAPS GROUP
PROF.US         PROFOUND MEDICAL
PROK.US         PROKIDNEY
PROV.US         PROVIDENT FINANCIAL HOLDINGS
PRPH.US         PROPHASE LABS
PRPL.US         PURPLE INNOVATION
PRPO.US         PRECIPIO
PRQR.US         PROQR THERAPEUTICS
PRSO.US         PERASO
PRSR.US         PROSPECTOR CAPITAL
PRSRU.US        PROSPECTOR CAPITAL
PRSRW.US        PROSPECTOR CAPITAL
PRST.US         PRESTO AUTOMATION
PRSTW.US        PRESTO AUTOMATION
PRTA.US         PROTHENA
PRTC.US         PURETECH HEALTH
PRTG.US         PORTAGE BIOTECH
PRTH.US         PRIORITY TECHNOLOGY HOLDINGS
PRTK.US         PARATEK PHARMACEUTICALS
PRTS.US         CARPARTS.COM
PRVA.US         PRIVIA HEALTH GROUP
PRVT.US         Tidal ETF Trust Private Real E
PRZO.US         PARAZERO TECHNOLOGIES
PSEC.US         PROSPECT CAPITAL
PSHG.US         PERFORMANCE SHIPPING
PSMT.US         PRICESMART
PSNL.US         PERSONALIS
PSNY.US         POLESTAR AUTOMOTIVE HOLDING UK
PSNYW.US        POLESTAR AUTOMOTIVE HOLDING UK
PSTV.US         PLUS THERAPEUTICS
PSTX.US         POSEIDA THERAPEUTICS
PSWD.US         XTRACKERS CYBERSECURITY SELECT EQUITY ETF
PT.US           PINTEC TECHNOLOGY HOLDINGS
PTC.US          PTC
PTCT.US         PTC THERAPEUTICS
PTEC.US         GLOBAL X PROPTECH ETF
PTEIQ.US        POLARITYTE
PTEN.US         PATTERSON-UTI ENERGY
PTGX.US         PROTAGONIST THERAPEUTICS
PTHR.US         PONO CAPITAL THREE
PTHRU.US        PONO CAPITAL THREE
PTHRW.US        Pono Capital Three
PTIX.US         PROTAGENIC THERAPEUTICS
PTIXW.US        PROTAGENIC THERAPEUTICS
PTLO.US         PORTILLO'S
PTMN.US         PORTMAN RIDGE FINANCE
PTNQ.US         PACER FUNDS TRUST PACER TRENDPILOT 100 ETF
PTON.US         PELOTON INTERACTIVE
PTPI.US         PETROS PHARMACEUTICALS
PTRA.US         PROTERRA
PTRS.US         PARTNERS BANCORP
PTSI.US         PAM TRANSPORTATION SERVICES
PTVE.US         PACTIV EVERGREEN
PTWO.US         PONO CAPITAL TWO
PTWOU.US        PONO CAPITAL TWO
PTWOW.US        PONO CAPITAL TWO
PUBM.US         PUBMATIC
PUCK.US         GOAL ACQUISITIONS
PUCKU.US        GOAL ACQUISITIONS
PUCKW.US        GOAL ACQUISITIONS
PULM.US         PULMATRIX
PUYI.US         PUYI
PVBC.US         PROVIDENT BANCORP
PWFL.US         POWERFLEET
PWM.US          PRESTIGE WEALTH
PWOD.US         PENNS WOODS BANCORP
PWP.US          PERELLA WEINBERG PARTNERS
PWUP.US         POWERUP ACQUISITION
PWUPU.US        POWERUP ACQUISITION
PWUPW.US        POWERUP ACQUISITION
PXDT.US         PIXIE DUST TECHNOLOGIES
PXLW.US         PIXELWORKS
PXMD.US         PAXMEDICA
PXS.US          PYXIS TANKERS
PXSAP.US        Pyxis Tankers
PXSAW.US        PYXIS TANKERS
PYCR.US         PAYCOR HCM
PYPD.US         POLYPID
PYPL.US         PAYPAL HOLDINGS
PYPS.US         AXS 1.5X PYPL BEAR DAILY ETF
PYPT.US         AXS 1.5X PYPL BULL DAILY ETF
PYR.US          PYROGENESIS CANADA
PYXS.US         PYXIS ONCOLOGY
PZZA.US         PAPA JOHN'S INT
QCLR.US         GLOBAL X NASDAQ 100 COLLAR 95-110 ETF
QCOM.US         QUALCOMM
QCRH.US         QCR HOLDINGS
QDEL.US         QUIDELORTHO
QDRO.US         QUADRO ACQUISITION ONE
QDROU.US        QUADRO ACQUISITION ONE
QDROW.US        QUADRO ACQUISITION ONE
QFIN.US         QIFU TECHNOLOGY
QH.US           QUHUO
QIPT.US         QUIPT HOME MEDICAL
QLGN.US         QUALIGEN THERAPEUTICS
QLI.US          QILIAN INT HOLDING GROUP
QLYS.US         QUALYS
QMCO.US         QUANTUM
QNCX.US         QUINCE THERAPEUTICS
QNRX.US         QUOIN PHARMACEUTICALS
QNST.US         QUINSTREET
QOMO.US         QOMOLANGMA ACQUISITION
QOMOR.US        QOMOLANGMA ACQUISITION
QOMOU.US        QOMOLANGMA ACQUISITION
QOMOW.US        QOMOLANGMA ACQUISITION
QQJG.US         INVESCO ESG NASDAQ NEXT GEN 100 ETF
QQMG.US         INVESCO ESG NASDAQ 100 ETF
QQQA.US         PROSHARES NASDAQ-100 DORSEY WRIGHT MOMENTUM ETF
QQQE.US         DIREXION NASDAQ-100 EQUAL WEIGHTED INDEX SHARES
QQQS.US         INVESCO NASDAQ FUTURE GEN 200 ETF
QQQX.US         NUVEEN NASDAQ 100 DYNAMIC OVERWRITE FUND
QRHC.US         QUEST RESOURCE HOLDING
QRMI.US         GLOBAL X NASDAQ 100 RISK MANAGED INCOME ETF
QRTEA.US        QURATE RETAIL
QRTEB.US        QURATE RETAIL
QRTEP.US        Qurate Retail
QRVO.US         QORVO
QSG.US          QUANTASING GROUP
QSI.US          QUANTUM-SI
QSIAW.US        QUANTUM-SI
QTEKQ.US        QUALTEK SERVICES
QTR.US          GLOBAL X NASDAQ 100 TAIL RISK ETF
QTRX.US         QUANTERIX
QUBT.US         QUANTUM COMPUTING
QUIK.US         QUICKLOGIC
QURE.US         UNIQURE
QYLE.US         GLOBAL X NASDAQ 100 ESG COVERED CALL ETF
RADI.US         RADIUS GLOBAL INFRASTRUCTURE
RAIL.US         FREIGHTCAR AMERICA
RAIN.US         RAIN ONCOLOGY
RAND.US         RAND CAPITAL
RANI.US         RANI THERAPEUTICS HOLDINGS
RAPT.US         RAPT THERAPEUTICS
RARE.US         ULTRAGENYX PHARMACEUTICAL
RAVE.US         RAVE RESTAURANT GROUP
RAYA.US         ERAYAK POWER SOLUTION GROUP
RAYS.US         GLOBAL X SOLAR ETF
RBB.US          RBB BANCORP
RBBN.US         RIBBON COMMUNICATIONS
RBCAA.US        REPUBLIC BANCORP INC/KY
RBKB.US         RHINEBECK BANCORP
RCAC.US         REVELSTONE CAPITAL ACQUISITION
RCACU.US        REVELSTONE CAPITAL ACQUISITION
RCACW.US        REVELSTONE CAPITAL ACQUISITION
RCAT.US         RED CAT HOLDINGS
RCEL.US         AVITA MEDICAL
RCKT.US         ROCKET PHARMACEUTICALS
RCKTW.US        ROCKET PHARMACEUTICALS
RCKY.US         ROCKY BRANDS
RCLF.US         ROSECLIFF ACQUISITION I
RCLFU.US        ROSECLIFF ACQUISITION I
RCLFW.US        ROSECLIFF ACQUISITION I
RCM.US          R1 RCM
RCMT.US         RCM TECHNOLOGIES
RCON.US         RECON TECHNOLOGY
RCRT.US         RECRUITER.COM GROUP
RCRTW.US        RECRUITER.COM GROUP
RDCM.US         RADCOM
RDFN.US         REDFIN
RDHL.US         REDHILL BIOPHARMA
RDI.US          READING INT
RDIB.US         READING INT
RDNT.US         RADNET
RDVT.US         RED VIOLET
RDWR.US         RADWARE
REAL.US         REALREAL
REAX.US         REAL BROKERAGE
REBN.US         REBORN COFFEE
REE.US          REE AUTOMOTIVE
REED.US         REED'S
REFI.US         CHICAGO ATLANTIC REAL ESTATE FINANCE
REFR.US         RESEARCH FRONTIERS
REG.US          REGENCY CENTERS
REGN.US         REGENERON PHARMACEUTICALS
REKR.US         REKOR SYSTEMS
RELI.US         RELIANCE GLOBAL GROUP
RELIW.US        RELIANCE GLOBAL GROUP
RELL.US         RICHARDSON ELECTRONICS
RELY.US         REMITLY GLOBAL
RENE.US         CARTESIAN GROWTH II
RENEU.US        CARTESIAN GROWTH II
RENEW.US        CARTESIAN GROWTH II
RENT.US         RENT THE RUNWAY
REPL.US         REPLIMUNE GROUP
RETA.US         REATA PHARMACEUTICALS
RETO.US         RETO ECO-SOLUTIONS
REUN.US         REUNION NEUROSCIENCE
REVB.US         REVELATION BIOSCIENCES
REVBW.US        REVELATION BIOSCIENCES
REYN.US         REYNOLDS CONSUMER PRODUCTS
RFAC.US         RF ACQUISITION
RFACR.US        RF ACQUISITION
RFACU.US        RF ACQUISITION
RFACW.US        RF ACQUISITION
RFIL.US         RF INDUSTRIES
RGC.US          REGENCELL BIOSCIENCE HOLDINGS
RGCO.US         RGC RESOURCES
RGEN.US         REPLIGEN
RGF.US          REAL GOOD FOOD
RGLD.US         ROYAL GOLD
RGLS.US         REGULUS THERAPEUTICS
RGNX.US         REGENXBIO
RGP.US          RESOURCES CONNECTION
RGTI.US         RIGETTI COMPUTING
RGTIW.US        RIGETTI COMPUTING
RIBT.US         RICEBRAN TECHNOLOGIES
RICK.US         RCI HOSPITALITY HOLDINGS
RIDEQ.US        LORDSTOWN MOTORS
RIGL.US         RIGEL PHARMACEUTICALS
RILY.US         B RILEY FINANCIAL
RILYG.US        B. Riley Financial
RILYK.US        B. Riley Financial
RILYL.US        B. Riley Financial
RILYM.US        B. Riley Financial
RILYN.US        B. Riley Financial
RILYO.US        B. Riley Financial
RILYP.US        B. Riley Financial
RILYT.US        B. Riley Financial
RILYZ.US        B. Riley Financial
RIOT.US         RIOT PLATFORMS
RIVN.US         RIVIAN AUTOMOTIVE
RKDA.US         ARCADIA BIOSCIENCES
RKLB.US         ROCKET LAB USA
RLAY.US         RELAY THERAPEUTICS
RLMD.US         RELMADA THERAPEUTICS
RLYB.US         RALLYBIO
RMBI.US         RICHMOND MUTUAL BANCORP
RMBL.US         RUMBLEON
RMBS.US         RAMBUS
RMCF.US         ROCKY MOUNTAIN CHOCOLATE FACTORY
RMGC.US         RMG ACQUISITION III
RMGCU.US        RMG ACQUISITION III
RMGCW.US        RMG ACQUISITION III
RMNI.US         RIMINI STREET
RMR.US          RMR GROUP
RMTI.US         ROCKWELL MEDICAL
RNA.US          AVIDITY BIOSCIENCES
RNAZ.US         TRANSCODE THERAPEUTICS
RNEW.US         VANECK GREEN INFRASTRUCTURE ETF
RNLX.US         RENALYTIX
RNST.US         RENASANT
RNW.US          RENEW ENERGY GLOBAL
RNWWW.US        RENEW ENERGY GLOBAL
RNXT.US         RENOVORX
ROAD.US         CONSTRUCTION PARTNERS
ROCAR.US        ROC ENERGY ACQUISITION
ROCAU.US        ROC ENERGY ACQUISITION
ROCC.US         RANGER OIL
ROCK.US         GIBRALTAR INDUSTRIES
ROCL.US         ROTH CH ACQUISITION V
ROCLU.US        ROTH CH ACQUISITION V
ROCLW.US        ROTH CH ACQUISITION V
ROE.US          ASTORIA US QUALITY KINGS ETF
ROIC.US         RETAIL OPPORTUNITY INVESTMENTS
ROIV.US         ROIVANT SCIENCES
ROIVW.US        ROIVANT SCIENCES
ROKU.US         ROKU
ROOT.US         ROOT INC/OH
ROP.US          ROPER TECHNOLOGIES
ROSE.US         ROSE HILL ACQUISITION
ROSEU.US        ROSE HILL ACQUISITION
ROSEW.US        ROSE HILL ACQUISITION
ROST.US         ROSS STORES
ROVR.US         ROVER GROUP
RPAY.US         REPAY HOLDINGS
RPD.US          RAPID7
RPHM.US         RENEO PHARMACEUTICALS
RPID.US         RAPID MICRO BIOSYSTEMS
RPRX.US         ROYALTY PHARMA
RPTX.US         REPARE THERAPEUTICS
RRBI.US         RED RIVER BANCSHARES
RRGB.US         RED ROBIN GOURMET BURGERS
RRR.US          RED ROCK RESORTS
RSLS.US         RESHAPE LIFESCIENCES
RSSS.US         RESEARCH SOLUTIONS INC/CA
RSVR.US         RESERVOIR MEDIA
RSVRW.US        RESERVOIR MEDIA
RTC.US          BAIJIAYUN GROUP
RTL.US          NECESSITY RETAIL REIT
RTLPO.US        Necessity Retail REIT
RTLPP.US        Necessity Retail REIT
RUM.US          RUMBLE
RUMBW.US        RUMBLE
RUN.US          SUNRUN
RUNN.US         Strategic Trust Running Oak Ef
RUSHA.US        RUSH ENTERPRISES
RUSHB.US        RUSH ENTERPRISES
RUTH.US         RUTH'S HOSPITALITY GROUP
RVLP.US         RVL PHARMACEUTICALS
RVMD.US         REVOLUTION MEDICINES
RVNC.US         REVANCE THERAPEUTICS
RVPH.US         REVIVA PHARMACEUTICALS HOLDINGS
RVPHW.US        REVIVA PHARMACEUTICALS HOLDINGS
RVSB.US         RIVERVIEW BANCORP
RVSN.US         RAIL VISION
RVSNW.US        RAIL VISION
RVYL.US         RYVYL
RWAY.US         RUNWAY GROWTH FINANCE
RWAYL.US        Runway Growth Finance Corp
RWAYZ.US        Runway Growth Finance Corp
RWLK.US         REWALK ROBOTICS
RWOD.US         REDWOODS ACQUISITION
RWODR.US        REDWOODS ACQUISITION
RWODU.US        REDWOODS ACQUISITION
RWODW.US        REDWOODS ACQUISITION
RXDX.US         PROMETHEUS BIOSCIENCES
RXRX.US         RECURSION PHARMACEUTICALS
RXST.US         RXSIGHT
RXT.US          RACKSPACE TECHNOLOGY
RYAAY.US        RYANAIR HOLDINGS
RYTM.US         RHYTHM PHARMACEUTICALS
RZLT.US         REZOLUTE
SABR.US         SABRE
SABRP.US        Sabre Corp
SABS.US         SAB BIOTHERAPEUTICS
SABSW.US        SAB BIOTHERAPEUTICS
SAFT.US         SAFETY INSURANCE GROUP
SAGA.US         SAGALIAM ACQUISITION
SAGAR.US        SAGALIAM ACQUISITION
SAGAU.US        SAGALIAM ACQUISITION
SAGE.US         SAGE THERAPEUTICS
SAI.US          SAITECH GLOBAL
SAIA.US         SAIA
SAITW.US        SAITECH GLOBAL
SAL.US          SALISBURY BANCORP
SALM.US         SALEM MEDIA GROUP
SAMA.US         SCHULTZE SPECIAL PURPOSE ACQUISITION II
SAMAU.US        SCHULTZE SPECIAL PURPOSE ACQUISITION II
SAMG.US         SILVERCREST ASSET MANAGEMENT GROUP
SANA.US         SANA BIOTECHNOLOGY
SANG.US         SANGOMA TECHNOLOGIES
SANM.US         SANMINA
SANW.US         S&W SEED
SARK.US         AXS SHORT INNOVATION ETF
SASI.US         SIGMA ADDITIVE SOLUTIONS
SASR.US         SANDY SPRING BANCORP
SATL.US         SATELLOGIC
SATLW.US        SATELLOGIC
SATS.US         ECHOSTAR
SAVA.US         CASSAVA SCIENCES
SBAC.US         SBA COMMUNICATIONS
SBCF.US         SEACOAST BANKING OF FLORIDA
SBET.US         SHARPLINK GAMING
SBFG.US         SB FINANCIAL GROUP
SBFM.US         SUNSHINE BIOPHARMA
SBFMW.US        SUNSHINE BIOPHARMA
SBGI.US         SINCLAIR BROADCAST GROUP
SBIG.US         SPRINGBIG HOLDINGS
SBIGW.US        SPRINGBIG HOLDINGS
SBLK.US         STAR BULK CARRIERS
SBRA.US         SABRA HEALTH CARE REIT
SBSI.US         SOUTHSIDE BANCSHARES
SBT.US          STERLING BANCORP INC/MI
SBUX.US         STARBUCKS
SCAQ.US         STRATIM CLOUD ACQUISITION
SCAQU.US        STRATIM CLOUD ACQUISITION
SCHL.US         SCHOLASTIC
SCHN.US         SCHNITZER STEEL INDUSTRIES
SCKT.US         SOCKET MOBILE
SCLX.US         SCILEX HOLDING
SCLXW.US        SCILEX HOLDING
SCOR.US         COMSCORE
SCPH.US         SCPHARMACEUTICALS
SCPL.US         SCIPLAY
SCRM.US         SCREAMING EAGLE ACQUISITION
SCRMU.US        SCREAMING EAGLE ACQUISITION
SCRMW.US        SCREAMING EAGLE ACQUISITION
SCSC.US         SCANSOURCE
SCTL.US         SOCIETAL CDMO
SCVL.US         SHOE CARNIVAL
SCWO.US         374WATER
SCWX.US         SECUREWORKS
SCYX.US         SCYNEXIS
SDA.US          SUNCAR TECHNOLOGY GROUP
SDAC.US         SUSTAINABLE DEVELOPMENT ACQUISITION I
SDACU.US        SUSTAINABLE DEVELOPMENT ACQUISITION I
SDACW.US        SUSTAINABLE DEVELOPMENT ACQUISITION I
SDAWW.US        SUNCAR TECHNOLOGY GROUP
SDC.US          SMILEDIRECTCLUB
SDGR.US         SCHRODINGER
SDIG.US         STRONGHOLD DIGITAL MINING
SDOT.US         SADOT GROUP
SDSI.US         AMERICAN CENTURY SHORT DURATION STRATEGIC INCOME ETF
SEAC.US         SEACHANGE INT
SEAT.US         VIVID SEATS
SEATW.US        VIVID SEATS
SECO.US         SECOO HOLDING
SEDG.US         SOLAREDGE TECHNOLOGIES
SEED.US         ORIGIN AGRITECH
SEEL.US         SEELOS THERAPEUTICS
SEER.US         SEER
SEIC.US         SEI INVESTMENTS
SELB.US         SELECTA BIOSCIENCES
SELF.US         GLOBAL SELF STORAGE
SENEA.US        SENECA FOODS
SENEB.US        SENECA FOODS
SEPA.US         SEP ACQUISITION
SEPAU.US        SEP ACQUISITION
SEPAW.US        SEP ACQUISITION
SERA.US         SERA PROGNOSTICS
SETM.US         SPROTT ENERGY TRANSITION MATERIALS ETF
SEVCQ.US        SONO GROUP
SEVN.US         SEVEN HILLS REALTY TRUST
SFBC.US         SOUND FINANCIAL BANCORP
SFE.US          SAFEGUARD SCIENTIFICS
SFIX.US         STITCH FIX
SFM.US          SPROUTS FARMERS MARKET
SFNC.US         SIMMONS FIRST NATIONAL
SFR.US          APPRECIATE HOLDINGS
SFRWW.US        APPRECIATE HOLDINGS
SFST.US         SOUTHERN FIRST BANCSHARES
SFT.US          SHIFT TECHNOLOGIES
SFWL.US         SHENGFENG DEVELOPMENT
SGA.US          SAGA COMMUNICATIONS
SGBX.US         SAFE & GREEN HOLDINGS
SGC.US          SUPERIOR GROUP OF COS
SGEN.US         SEAGEN
SGH.US          SMART GLOBAL HOLDINGS
SGHL.US         SIGNAL HILL ACQUISITION
SGHT.US         SIGHT SCIENCES
SGII.US         SEAPORT GLOBAL ACQUISITION II
SGIIU.US        SEAPORT GLOBAL ACQUISITION II
SGIIW.US        SEAPORT GLOBAL ACQUISITION II
SGLY.US         SINGULARITY FUTURE TECHNOLOGY
SGMA.US         SIGMATRON INT
SGML.US         SIGMA LITHIUM
SGMO.US         SANGAMO THERAPEUTICS
SGMT.US         SAGIMET BIOSCIENCES
SGRP.US         SPAR GROUP
SGRY.US         SURGERY PARTNERS
SGTX.US         SIGILON THERAPEUTICS
SHBI.US         SHORE BANCSHARES
SHC.US          SOTERA HEALTH
SHCR.US         SHARECARE
SHCRW.US        SHARECARE
SHEN.US         SHENANDOAH TELECOMMUNICATIONS
SHFS.US         SHF HOLDINGS
SHFSW.US        SHF HOLDINGS
SHIP.US         SEANERGY MARITIME HOLDINGS
SHLS.US         SHOALS TECHNOLOGIES GROUP
SHLT.US         SHL TELEMEDICINE
SHOO.US         STEVEN MADDEN
SHPH.US         SHUTTLE PHARMACEUTICALS HOLDINGS
SHPW.US         SHAPEWAYS HOLDINGS
SHPWW.US        SHAPEWAYS HOLDINGS
SHUA.US         SHUAA PARTNERS ACQUISITION I
SHUAW.US        SHUAA PARTNERS ACQUISITION I
SHYF.US         SHYFT GROUP
SIBN.US         SI-BONE
SIDU.US         SIDUS SPACE
SIEB.US         SIEBERT FINANCIAL
SIEN.US         SIENTRA
SIFY.US         SIFY TECHNOLOGIES
SIGA.US         SIGA TECHNOLOGIES
SIGI.US         SELECTIVE INSURANCE GROUP
SIGIP.US        Selective Insurance Group
SILC.US         SILICOM
SILK.US         SILK ROAD MEDICAL
SILO.US         SILO PHARMA
SIMO.US         SILICON MOTION TECHNOLOGY
SINT.US         SINTX TECHNOLOGIES
SIRI.US         SIRIUS XM HOLDINGS
SISI.US         SHINECO
SITM.US         SITIME
SJ.US           SCIENJOY HOLDING
SKGR.US         SK GROWTH OPPORTUNITIES
SKGRU.US        SK GROWTH OPPORTUNITIES
SKGRW.US        SK GROWTH OPPORTUNITIES
SKIN.US         BEAUTY HEALTH
SKWD.US         SKYWARD SPECIALTY INSURANCE GROUP
SKYT.US         SKYWATER TECHNOLOGY
SKYW.US         SKYWEST
SKYX.US         SKYX PLATFORMS
SLAB.US         SILICON LABORATORIES
SLAC.US         SOCIAL LEVERAGE ACQUISITION I
SLACU.US        SOCIAL LEVERAGE ACQUISITION I
SLACW.US        SOCIAL LEVERAGE ACQUISITION I
SLAM.US         SLAM
SLAMU.US        SLAM
SLAMW.US        SLAM
SLDB.US         SOLID BIOSCIENCES
SLDP.US         SOLID POWER
SLDPW.US        SOLID POWER
SLGC.US         SOMALOGIC
SLGCW.US        SOMALOGIC
SLGG.US         SUPER LEAGUE GAMING
